accession,syn_id,mibig_reference,product,type,sid_type,tonb_num,pb_num,family,genus,species,genome_tonb,genome_pb
GCF_002752975.1,GCF_002752975.1|NZ_CP024563.1|r1c2|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002752975.1,GCF_002752975.1|NZ_CP024563.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002753605.1,GCF_002753605.1|NZ_CP024570.1|r1c2|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002753605.1,GCF_002753605.1|NZ_CP024570.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002811335.3,GCF_002811335.3|NZ_CP025963.2|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_008693425.1,GCF_008693425.1|NZ_CP044033.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_004332075.1,GCF_004332075.1|NZ_CP034778.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,17,9
GCF_004332075.1,GCF_004332075.1|NZ_CP034778.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,17,9
GCF_004332075.1,GCF_004332075.1|NZ_CP034776.1|r3c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,17,9
GCF_003432265.1,GCF_003432265.1|NZ_CP031798.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_002811425.2,GCF_002811425.2|NZ_CP045988.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_002811425.2,GCF_002811425.2|NZ_CP045988.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_003031505.1,GCF_003031505.1|NZ_CP020498.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,9
GCF_003571705.1,GCF_003571705.1|NZ_CP032207.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003030145.1,GCF_003030145.1|NZ_CP028176.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_008632415.1,GCF_008632415.1|NZ_CP043932.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_004010995.1,GCF_004010995.1|NZ_CP025576.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_004010995.1,GCF_004010995.1|NZ_CP025576.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_003432205.1,GCF_003432205.1|NZ_CP031814.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003073315.1,GCF_003073315.1|NZ_CP028990.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_002968475.1,GCF_002968475.1|NZ_CP027146.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_004295605.1,GCF_004295605.1|NZ_CP035929.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_004120135.1,GCF_004120135.1|NZ_CP026159.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003432245.1,GCF_003432245.1|NZ_CP031792.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_003432245.1,GCF_003432245.1|NZ_CP031792.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_006965405.1,GCF_006965405.1|NZ_CP041353.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,2,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_006965405.1,GCF_006965405.1|NZ_CP041353.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_002752955.1,GCF_002752955.1|NZ_CP024458.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_002752955.1,GCF_002752955.1|NZ_CP024458.1|r1c4|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_002752955.1,GCF_002752955.1|NZ_CP024459.1|r2c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_008693405.1,GCF_008693405.1|NZ_CP044039.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_002951635.1,GCF_002951635.1|NZ_CP014123.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002951635.1,GCF_002951635.1|NZ_CP014123.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002753165.1,GCF_002753165.1|NZ_CP024535.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_002753165.1,GCF_002753165.1|NZ_CP024535.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_004006035.1,GCF_004006035.1|NZ_CP034760.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003181135.1,GCF_003181135.1|NZ_CP029590.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_003574235.1,GCF_003574235.1|NZ_AP018747.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,11,7
GCF_002852995.3,GCF_002852995.3|NZ_CP028787.2|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_003194285.1,GCF_003194285.1|NZ_CP023249.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003181095.1,GCF_003181095.1|NZ_CP029587.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_008065415.1,GCF_008065415.1|NZ_CP041927.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,11,8
GCF_003953905.1,"GCF_003953905.1|NZ_CP026021.1|r1c1|N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide",BGC0000972,"N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide","NRP, Polyketide",NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,16,10
GCF_003953905.1,GCF_003953905.1|NZ_CP026021.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,16,10
GCF_003953905.1,GCF_003953905.1|NZ_CP026022.1|r2c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,16,10
GCF_003571745.1,GCF_003571745.1|NZ_CP032222.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003432405.1,GCF_003432405.1|NZ_CP031613.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_007873865.1,GCF_007873865.1|NZ_CP041639.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_003076555.1,GCF_003076555.1|NZ_CP026495.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003408615.1,GCF_003408615.1|NZ_CP031577.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,9
GCF_002591075.1,GCF_002591075.1|NZ_CP023913.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_004014965.1,GCF_004014965.1|NZ_CP025684.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_004137665.1,GCF_004137665.1|NZ_CP035531.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_002752905.1,GCF_002752905.1|NZ_CP024496.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003692695.1,GCF_003692695.1|NZ_CP028478.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003071305.1,GCF_003071305.1|NZ_CP028953.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_003204465.1,GCF_003204465.1|NZ_CP029722.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_006974165.1,GCF_006974165.1|NZ_CP040363.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_002853475.2,GCF_002853475.2|NZ_CP037963.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_002258175.2,GCF_002258175.2|NZ_CP043597.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003660205.1,GCF_003660205.1|NZ_CP032833.1|r1c2|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,10
GCF_003660205.1,GCF_003660205.1|NZ_CP032834.1|r2c1|aerobactin,BGC0001499,aerobactin,Other,NIS,3,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,10
GCF_003186535.1,GCF_003186535.1|NZ_CP021165.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_002966875.1,GCF_002966875.1|NZ_CP025211.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_002968495.1,GCF_002968495.1|NZ_CP027160.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_004120035.1,GCF_004120035.1|NZ_CP026160.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_004120035.1,GCF_004120035.1|NZ_CP026161.1|r2c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_003432145.1,GCF_003432145.1|NZ_CP031789.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_003432145.1,GCF_003432145.1|NZ_CP031790.1|r2c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_004801235.1,GCF_004801235.1|NZ_CP031849.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_002258005.2,GCF_002258005.2|NZ_CP043362.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_004120155.1,GCF_004120155.1|NZ_CP026164.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,16,9
GCF_004120155.1,GCF_004120155.1|NZ_CP026166.1|r3c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,16,9
GCF_007833555.1,GCF_007833555.1|NZ_CP030070.1|r1c2|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_003571525.1,GCF_003571525.1|NZ_CP032167.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_003590665.1,GCF_003590665.1|NZ_CP031817.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,9
GCF_007421875.2,GCF_007421875.2|NZ_CP054400.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_007421865.2,GCF_007421865.2|NZ_CP054403.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_007421885.2,GCF_007421885.2|NZ_CP054406.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_004120175.1,GCF_004120175.1|NZ_CP026157.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_008369685.1,GCF_008369685.1|NZ_CP043562.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_011045595.1,GCF_011045595.1|NZ_CP042858.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,12,8
GCF_011066505.1,GCF_011066505.1|NZ_CP045263.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_011066505.1,GCF_011066505.1|NZ_CP045263.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_011066505.1,GCF_011066505.1|NZ_CP045263.1|r1c5|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_010183685.1,GCF_010183685.1|NZ_CP039819.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_010183685.1,GCF_010183685.1|NZ_CP039819.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_015243235.1,GCF_015243235.1|NZ_CP063759.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_015243235.1,GCF_015243235.1|NZ_CP063759.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_015243235.1,GCF_015243235.1|NZ_CP063760.1|r3c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_010450855.1,GCF_010450855.1|NZ_CP048430.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_010450855.1,GCF_010450855.1|NZ_CP048430.1|r1c4|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_009755705.1,GCF_009755705.1|NZ_CP046612.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_012029945.2,GCF_012029945.2|NZ_CP061396.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,10
GCF_009833945.1,GCF_009833945.1|NZ_CP047160.1|r1c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_009833945.1,GCF_009833945.1|NZ_CP047160.1|r1c3|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_009833945.1,GCF_009833945.1|NZ_CP047160.1|r1c6|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_011022255.1,GCF_011022255.1|NZ_CP048933.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_011022255.1,GCF_011022255.1|NZ_CP048933.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_009856585.1,GCF_009856585.1|NZ_CP047192.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_009856585.1,GCF_009856585.1|NZ_CP047192.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_009856585.1,GCF_009856585.1|NZ_CP047193.1|r2c1|unknown,unknown,unknown,unknown,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_013423825.1,GCF_013423825.1|NZ_CP058960.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_009834285.1,GCF_009834285.1|NZ_CP032240.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_009834285.1,GCF_009834285.1|NZ_CP032240.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_009834285.1,GCF_009834285.1|NZ_CP032241.1|r2c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_009931015.1,GCF_009931015.1|NZ_CP030300.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_009931015.1,GCF_009931015.1|NZ_CP030300.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_009661535.2,GCF_009661535.2|NZ_CP063019.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_009661535.2,GCF_009661535.2|NZ_CP063019.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,8
GCF_010183645.1,GCF_010183645.1|NZ_CP039808.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_010183645.1,GCF_010183645.1|NZ_CP039808.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_013735895.1,GCF_013735895.1|NZ_CP056425.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_013305325.1,GCF_013305325.1|NZ_CP054303.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_013305325.1,GCF_013305325.1|NZ_CP054303.1|r1c4|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,9
GCF_012029975.2,"GCF_012029975.2|NZ_CP061399.1|r1c1|N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide",BGC0000972,"N-myristoyl-D-asparagine, cis-7-tetradecenoyl-D-asparagine, (R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide","NRP, Polyketide",NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_012029975.2,GCF_012029975.2|NZ_CP061399.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_009930975.1,GCF_009930975.1|NZ_CP030292.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,8
GCF_009930975.1,GCF_009930975.1|NZ_CP030292.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,8
GCF_009930975.1,GCF_009930975.1|NZ_CP030293.1|r2c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,15,8
GCF_009684575.1,GCF_009684575.1|NZ_CP034415.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_009684575.1,GCF_009684575.1|NZ_CP034415.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_009684575.1,GCF_009684575.1|NZ_CP034416.1|r5c1|aerobactin,BGC0001499,aerobactin,Other,NIS,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_014495785.1,GCF_014495785.1|NZ_CP061062.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_014495785.1,GCF_014495785.1|NZ_CP061062.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_014495765.1,GCF_014495765.1|NZ_CP061053.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_014495765.1,GCF_014495765.1|NZ_CP061053.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,14,9
GCF_014041505.2,GCF_014041505.2|NZ_CP066534.1|r1c1|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_014041505.2,GCF_014041505.2|NZ_CP066534.1|r1c4|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_014041735.2,GCF_014041735.2|NZ_CP066523.1|r1c1|yersiniabactin,BGC0000467,yersiniabactin,NRP,NRP,1,0,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_014041735.2,GCF_014041735.2|NZ_CP066523.1|r1c4|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,13,8
GCF_013611495.1,GCF_013611495.1|NZ_CP055509.1|r1c3|enterobactin,BGC0002476,enterobactin,NRP,NRP,1,1,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,11,9
