Strain_Name,Has_BamA,Best_Evalue,Hit_Locus_Tag,Final_Classification
GCF_026183415.1,False,,Clean,Monoderm (Keep)
GCF_026240755.1,False,,Clean,Monoderm (Keep)
GCF_026016405.1,False,,Clean,Monoderm (Keep)
GCF_025962575.1,False,,Clean,Monoderm (Keep)
GCF_026184215.1,False,,Clean,Monoderm (Keep)
GCF_026184355.1,False,,Clean,Monoderm (Keep)
GCF_026073035.1,False,,Clean,Monoderm (Keep)
GCF_026016425.1,False,,Clean,Monoderm (Keep)
GCF_025980045.1,False,,Clean,Monoderm (Keep)
GCF_026278265.1,False,,Clean,Monoderm (Keep)
GCF_026210455.1,False,,Clean,Monoderm (Keep)
GCF_026016385.1,False,,Clean,Monoderm (Keep)
GCF_026167725.1,False,,Clean,Monoderm (Keep)
GCF_026104335.1,False,,Clean,Monoderm (Keep)
GCF_026222675.1,False,,Clean,Monoderm (Keep)
GCF_026240795.1,False,,Clean,Monoderm (Keep)
GCF_025999835.1,False,,Clean,Monoderm (Keep)
GCF_026240815.1,False,,Clean,Monoderm (Keep)
GCF_026013965.1,False,,Clean,Monoderm (Keep)
GCF_026184235.1,False,,Clean,Monoderm (Keep)
GCF_026167765.1,False,,Clean,Monoderm (Keep)
GCF_026151165.2,False,,Clean,Monoderm (Keep)
GCF_026013645.1,False,,Clean,Monoderm (Keep)
GCF_026153615.1,False,,Clean,Monoderm (Keep)
GCF_026210635.1,False,,Clean,Monoderm (Keep)
GCF_026013885.1,False,,Clean,Monoderm (Keep)
GCF_026254485.1,False,,Clean,Monoderm (Keep)
GCF_026210435.1,False,,Clean,Monoderm (Keep)
GCF_026014025.1,False,,Clean,Monoderm (Keep)
GCF_025960305.1,False,,Clean,Monoderm (Keep)
GCF_026167585.1,False,,Clean,Monoderm (Keep)
GCF_026240615.1,False,,Clean,Monoderm (Keep)
GCF_026185275.1,False,,Clean,Monoderm (Keep)
GCF_026240675.1,False,,Clean,Monoderm (Keep)
GCF_026013865.1,False,,Clean,Monoderm (Keep)
GCF_026153475.1,False,,Clean,Monoderm (Keep)
GCF_026153355.1,False,,Clean,Monoderm (Keep)
GCF_025908395.1,False,,Clean,Monoderm (Keep)
GCF_026074015.1,False,,Clean,Monoderm (Keep)
GCF_026167665.1,False,,Clean,Monoderm (Keep)
GCF_026314335.1,False,,Clean,Monoderm (Keep)
GCF_026314295.1,False,,Clean,Monoderm (Keep)
GCF_026278305.1,False,,Clean,Monoderm (Keep)
GCF_026062495.1,False,,Clean,Monoderm (Keep)
GCF_026278325.1,False,,Clean,Monoderm (Keep)
GCF_026409165.1,False,,Clean,Monoderm (Keep)
GCF_026239515.1,False,,Clean,Monoderm (Keep)
GCF_026278285.1,False,,Clean,Monoderm (Keep)
GCF_026239535.1,False,,Clean,Monoderm (Keep)
GCF_026625265.1,False,,Clean,Monoderm (Keep)
GCF_026427695.1,False,,Clean,Monoderm (Keep)
GCF_026428235.1,False,,Clean,Monoderm (Keep)
GCF_026428255.1,False,,Clean,Monoderm (Keep)
GCF_026430575.1,False,,Clean,Monoderm (Keep)
GCF_026427475.1,False,,Clean,Monoderm (Keep)
GCF_026547095.1,False,,Clean,Monoderm (Keep)
GCF_026625445.1,False,,Clean,Monoderm (Keep)
GCF_026427495.1,False,,Clean,Monoderm (Keep)
GCF_026547005.1,False,,Clean,Monoderm (Keep)
GCF_026625485.1,False,,Clean,Monoderm (Keep)
GCF_026427675.1,False,,Clean,Monoderm (Keep)
GCF_026547055.1,False,,Clean,Monoderm (Keep)
GCF_026547185.1,False,,Clean,Monoderm (Keep)
GCF_026547075.1,False,,Clean,Monoderm (Keep)
GCF_026625325.1,False,,Clean,Monoderm (Keep)
GCF_026427555.1,False,,Clean,Monoderm (Keep)
GCF_026427535.1,False,,Clean,Monoderm (Keep)
GCF_026427435.1,False,,Clean,Monoderm (Keep)
GCF_026625225.1,False,,Clean,Monoderm (Keep)
GCF_026427575.1,False,,Clean,Monoderm (Keep)
GCF_026625345.1,False,,Clean,Monoderm (Keep)
GCF_026547035.1,False,,Clean,Monoderm (Keep)
GCF_026427455.1,False,,Clean,Monoderm (Keep)
GCF_026625205.1,False,,Clean,Monoderm (Keep)
GCF_026546985.1,False,,Clean,Monoderm (Keep)
GCF_026625065.1,False,,Clean,Monoderm (Keep)
GCF_026547205.1,False,,Clean,Monoderm (Keep)
GCF_026427515.1,False,,Clean,Monoderm (Keep)
GCF_026625045.1,False,,Clean,Monoderm (Keep)
GCF_026547145.1,False,,Clean,Monoderm (Keep)
GCF_026559675.1,False,,Clean,Monoderm (Keep)
GCF_026547225.1,False,,Clean,Monoderm (Keep)
GCF_026410065.1,False,,Clean,Monoderm (Keep)
GCF_026410045.1,False,,Clean,Monoderm (Keep)
GCF_026625245.1,False,,Clean,Monoderm (Keep)
GCF_026625465.1,False,,Clean,Monoderm (Keep)
GCF_026625305.1,False,,Clean,Monoderm (Keep)
GCF_026625365.1,False,,Clean,Monoderm (Keep)
GCF_026625385.1,False,,Clean,Monoderm (Keep)
GCF_026625405.1,False,,Clean,Monoderm (Keep)
GCF_026625285.1,False,,Clean,Monoderm (Keep)
GCF_026427775.1,False,,Clean,Monoderm (Keep)
GCF_026647725.1,False,,Clean,Monoderm (Keep)
GCF_026559715.1,False,,Clean,Monoderm (Keep)
GCF_026625945.1,False,,Clean,Monoderm (Keep)
GCF_026559735.1,False,,Clean,Monoderm (Keep)
GCF_026647855.1,False,,Clean,Monoderm (Keep)
GCF_026559775.1,False,,Clean,Monoderm (Keep)
GCF_026625525.1,False,,Clean,Monoderm (Keep)
GCF_026626025.1,False,,Clean,Monoderm (Keep)
GCF_026648075.1,False,,Clean,Monoderm (Keep)
GCF_026625965.1,False,,Clean,Monoderm (Keep)
GCF_026639055.1,False,,Clean,Monoderm (Keep)
GCF_026647995.1,False,,Clean,Monoderm (Keep)
GCF_026559755.1,False,,Clean,Monoderm (Keep)
GCF_026636215.1,False,,Clean,Monoderm (Keep)
GCF_026625505.1,False,,Clean,Monoderm (Keep)
GCF_026559795.1,False,,Clean,Monoderm (Keep)
GCF_026625925.1,False,,Clean,Monoderm (Keep)
GCF_026639155.1,False,,Clean,Monoderm (Keep)
GCF_026625545.1,False,,Clean,Monoderm (Keep)
GCF_026648185.1,False,,Clean,Monoderm (Keep)
GCF_026648235.1,False,,Clean,Monoderm (Keep)
GCF_026427415.1,False,,Clean,Monoderm (Keep)
GCF_026635925.1,False,,Clean,Monoderm (Keep)
GCF_026642235.1,False,,Clean,Monoderm (Keep)
GCF_026625985.1,False,,Clean,Monoderm (Keep)
GCF_026636035.1,False,,Clean,Monoderm (Keep)
GCF_026626005.1,False,,Clean,Monoderm (Keep)
GCF_026648415.1,False,,Clean,Monoderm (Keep)
GCF_026642255.1,False,,Clean,Monoderm (Keep)
GCF_026650265.1,False,,Clean,Monoderm (Keep)
GCF_026650245.1,False,,Clean,Monoderm (Keep)
GCF_026650345.1,False,,Clean,Monoderm (Keep)
GCF_026650325.1,False,,Clean,Monoderm (Keep)
GCF_026648355.1,False,,Clean,Monoderm (Keep)
GCF_026650305.1,False,,Clean,Monoderm (Keep)
GCF_026648315.1,False,,Clean,Monoderm (Keep)
GCF_026650285.1,False,,Clean,Monoderm (Keep)
GCF_026692645.1,False,,Clean,Monoderm (Keep)
GCF_026821955.1,False,,Clean,Monoderm (Keep)
GCF_026651025.1,False,,Clean,Monoderm (Keep)
GCF_026689375.1,False,,Clean,Monoderm (Keep)
GCF_026683955.1,False,,Clean,Monoderm (Keep)
GCF_026650905.1,False,,Clean,Monoderm (Keep)
GCF_026802365.1,False,,Clean,Monoderm (Keep)
GCF_026650985.1,False,,Clean,Monoderm (Keep)
GCF_026802385.1,False,,Clean,Monoderm (Keep)
GCF_026651605.1,False,,Clean,Monoderm (Keep)
GCF_026651935.1,False,,Clean,Monoderm (Keep)
GCF_026723865.1,False,,Clean,Monoderm (Keep)
GCF_026684175.1,False,,Clean,Monoderm (Keep)
GCF_026683935.1,False,,Clean,Monoderm (Keep)
GCF_026651005.1,False,,Clean,Monoderm (Keep)
GCF_026651875.1,False,,Clean,Monoderm (Keep)
GCF_026740115.1,False,,Clean,Monoderm (Keep)
GCF_026683895.1,False,,Clean,Monoderm (Keep)
GCF_026650945.1,False,,Clean,Monoderm (Keep)
GCF_026810245.1,False,,Clean,Monoderm (Keep)
GCF_026683915.1,False,,Clean,Monoderm (Keep)
GCF_026650765.1,False,,Clean,Monoderm (Keep)
GCF_026650645.1,False,,Clean,Monoderm (Keep)
GCF_026650805.1,False,,Clean,Monoderm (Keep)
GCF_026740135.1,False,,Clean,Monoderm (Keep)
GCF_026651045.1,False,,Clean,Monoderm (Keep)
GCF_026650525.1,False,,Clean,Monoderm (Keep)
GCF_026650625.1,False,,Clean,Monoderm (Keep)
GCF_026650705.1,False,,Clean,Monoderm (Keep)
GCF_026650685.1,False,,Clean,Monoderm (Keep)
GCF_026650965.1,False,,Clean,Monoderm (Keep)
GCF_026650885.1,False,,Clean,Monoderm (Keep)
GCF_026810225.1,False,,Clean,Monoderm (Keep)
GCF_026650445.1,False,,Clean,Monoderm (Keep)
GCF_026650825.1,False,,Clean,Monoderm (Keep)
GCF_026650565.1,False,,Clean,Monoderm (Keep)
GCF_026650425.1,False,,Clean,Monoderm (Keep)
GCF_026650745.1,False,,Clean,Monoderm (Keep)
GCF_026650385.1,False,,Clean,Monoderm (Keep)
GCF_026650665.1,False,,Clean,Monoderm (Keep)
GCF_026650485.1,False,,Clean,Monoderm (Keep)
GCF_026650605.1,False,,Clean,Monoderm (Keep)
GCF_026650545.1,False,,Clean,Monoderm (Keep)
GCF_026650845.1,False,,Clean,Monoderm (Keep)
GCF_026650365.1,False,,Clean,Monoderm (Keep)
GCF_026650725.1,False,,Clean,Monoderm (Keep)
GCF_026650585.1,False,,Clean,Monoderm (Keep)
GCF_026650405.1,False,,Clean,Monoderm (Keep)
GCF_026650465.1,False,,Clean,Monoderm (Keep)
GCF_026650785.1,False,,Clean,Monoderm (Keep)
GCF_026802075.1,False,,Clean,Monoderm (Keep)
GCF_026723765.1,False,,Clean,Monoderm (Keep)
GCF_026727575.1,False,,Clean,Monoderm (Keep)
GCF_026723805.1,False,,Clean,Monoderm (Keep)
GCF_026723705.1,False,,Clean,Monoderm (Keep)
GCF_026684155.1,False,,Clean,Monoderm (Keep)
GCF_026727615.1,False,,Clean,Monoderm (Keep)
GCF_026689315.1,False,,Clean,Monoderm (Keep)
GCF_026651955.1,False,,Clean,Monoderm (Keep)
GCF_026802115.1,False,,Clean,Monoderm (Keep)
GCF_026802215.1,False,,Clean,Monoderm (Keep)
GCF_026802195.1,False,,Clean,Monoderm (Keep)
GCF_026914285.1,False,,Clean,Monoderm (Keep)
GCF_026871175.1,False,,Clean,Monoderm (Keep)
GCF_026898175.1,False,,Clean,Monoderm (Keep)
GCF_026898095.1,False,,Clean,Monoderm (Keep)
GCF_026810085.1,False,,Clean,Monoderm (Keep)
GCF_026810505.1,False,,Clean,Monoderm (Keep)
GCF_027627555.1,False,,Clean,Monoderm (Keep)
GCF_027474505.1,False,,Clean,Monoderm (Keep)
GCF_026967635.1,False,,Clean,Monoderm (Keep)
GCF_027286245.1,False,,Clean,Monoderm (Keep)
GCF_026967595.1,False,,Clean,Monoderm (Keep)
GCF_026976315.1,False,,Clean,Monoderm (Keep)
GCF_027474905.1,False,,Clean,Monoderm (Keep)
GCF_027474925.1,False,,Clean,Monoderm (Keep)
GCF_026967675.1,False,,Clean,Monoderm (Keep)
GCF_027474865.2,False,,Clean,Monoderm (Keep)
GCF_027125355.1,False,,Clean,Monoderm (Keep)
GCF_026976295.1,False,,Clean,Monoderm (Keep)
GCF_026967535.1,False,,Clean,Monoderm (Keep)
GCF_026898115.1,False,,Clean,Monoderm (Keep)
GCF_027171405.1,False,,Clean,Monoderm (Keep)
GCF_026976255.1,False,,Clean,Monoderm (Keep)
GCF_027186265.1,False,,Clean,Monoderm (Keep)
GCF_026914305.1,False,,Clean,Monoderm (Keep)
GCF_026976075.1,False,,Clean,Monoderm (Keep)
GCF_026975895.1,False,,Clean,Monoderm (Keep)
GCF_026970855.1,False,,Clean,Monoderm (Keep)
GCF_027625395.1,False,,Clean,Monoderm (Keep)
GCF_027247405.1,False,,Clean,Monoderm (Keep)
GCF_027721405.1,False,,Clean,Monoderm (Keep)
GCF_027557675.1,False,,Clean,Monoderm (Keep)
GCF_027558615.1,False,,Clean,Monoderm (Keep)
GCF_027474465.1,False,,Clean,Monoderm (Keep)
GCF_027594765.1,False,,Clean,Monoderm (Keep)
GCF_027558075.1,False,,Clean,Monoderm (Keep)
GCF_027497435.1,False,,Clean,Monoderm (Keep)
GCF_027475025.1,False,,Clean,Monoderm (Keep)
GCF_027594625.1,False,,Clean,Monoderm (Keep)
GCF_027474945.1,False,,Clean,Monoderm (Keep)
GCF_027627495.1,False,,Clean,Monoderm (Keep)
GCF_027474985.1,False,,Clean,Monoderm (Keep)
GCF_027474965.1,False,,Clean,Monoderm (Keep)
GCF_027557755.1,False,,Clean,Monoderm (Keep)
GCF_027475005.1,False,,Clean,Monoderm (Keep)
GCF_027557735.1,False,,Clean,Monoderm (Keep)
GCF_027504005.1,False,,Clean,Monoderm (Keep)
GCF_027557955.1,False,,Clean,Monoderm (Keep)
GCF_027504065.1,False,,Clean,Monoderm (Keep)
GCF_027563115.1,False,,Clean,Monoderm (Keep)
GCF_027504085.1,False,,Clean,Monoderm (Keep)
GCF_027271175.1,False,,Clean,Monoderm (Keep)
GCF_027594505.1,False,,Clean,Monoderm (Keep)
GCF_027504105.1,False,,Clean,Monoderm (Keep)
GCF_027557615.1,False,,Clean,Monoderm (Keep)
GCF_027503885.1,False,,Clean,Monoderm (Keep)
GCF_027569975.1,False,,Clean,Monoderm (Keep)
GCF_027594385.1,False,,Clean,Monoderm (Keep)
GCF_027594445.1,False,,Clean,Monoderm (Keep)
GCF_027625435.1,False,,Clean,Monoderm (Keep)
GCF_027594525.1,False,,Clean,Monoderm (Keep)
GCF_027594565.1,False,,Clean,Monoderm (Keep)
GCF_027627725.1,False,,Clean,Monoderm (Keep)
GCF_027626015.1,False,,Clean,Monoderm (Keep)
GCF_027857035.1,False,,Clean,Monoderm (Keep)
GCF_027570695.1,False,,Clean,Monoderm (Keep)
GCF_027627575.1,False,,Clean,Monoderm (Keep)
GCF_027627475.1,False,,Clean,Monoderm (Keep)
GCF_027594365.1,False,,Clean,Monoderm (Keep)
GCF_027627745.1,False,,Clean,Monoderm (Keep)
GCF_027625975.1,False,,Clean,Monoderm (Keep)
GCF_027627765.1,False,,Clean,Monoderm (Keep)
GCF_027497495.1,False,,Clean,Monoderm (Keep)
GCF_027107535.1,False,,Clean,Monoderm (Keep)
GCF_027942315.1,False,,Clean,Monoderm (Keep)
GCF_027626975.1,False,,Clean,Monoderm (Keep)
GCF_027625935.1,False,,Clean,Monoderm (Keep)
GCF_027886475.1,False,,Clean,Monoderm (Keep)
GCF_027912415.1,False,,Clean,Monoderm (Keep)
GCF_027912355.1,False,,Clean,Monoderm (Keep)
GCF_027497475.1,False,,Clean,Monoderm (Keep)
GCF_027270315.1,False,,Clean,Monoderm (Keep)
GCF_027923845.1,False,,Clean,Monoderm (Keep)
GCF_027944555.1,False,,Clean,Monoderm (Keep)
GCF_028335365.1,False,,Clean,Monoderm (Keep)
GCF_028215935.1,False,,Clean,Monoderm (Keep)
GCF_028335325.1,False,,Clean,Monoderm (Keep)
GCF_028335165.1,False,,Clean,Monoderm (Keep)
GCF_028201575.1,False,,Clean,Monoderm (Keep)
GCF_028131645.1,False,,Clean,Monoderm (Keep)
GCF_027942255.1,False,,Clean,Monoderm (Keep)
GCF_027944535.1,False,,Clean,Monoderm (Keep)
GCF_027920385.1,False,,Clean,Monoderm (Keep)
GCF_027920405.1,False,,Clean,Monoderm (Keep)
GCF_028201595.1,False,,Clean,Monoderm (Keep)
GCF_028335345.1,False,,Clean,Monoderm (Keep)
GCF_027942035.1,False,,Clean,Monoderm (Keep)
GCF_027921445.1,False,,Clean,Monoderm (Keep)
GCF_027924525.1,False,,Clean,Monoderm (Keep)
GCF_027943665.1,False,,Clean,Monoderm (Keep)
GCF_027943825.1,False,,Clean,Monoderm (Keep)
GCF_028215815.1,False,,Clean,Monoderm (Keep)
GCF_028201535.1,False,,Clean,Monoderm (Keep)
GCF_027945475.1,False,,Clean,Monoderm (Keep)
GCF_027943765.1,False,,Clean,Monoderm (Keep)
GCF_028201455.1,False,,Clean,Monoderm (Keep)
GCF_028201435.1,False,,Clean,Monoderm (Keep)
GCF_027943785.1,False,,Clean,Monoderm (Keep)
GCF_027942055.1,False,,Clean,Monoderm (Keep)
GCF_027915235.1,False,,Clean,Monoderm (Keep)
GCF_027945155.1,False,,Clean,Monoderm (Keep)
GCF_027943845.1,False,,Clean,Monoderm (Keep)
GCF_027942455.1,False,,Clean,Monoderm (Keep)
GCF_028021195.1,False,,Clean,Monoderm (Keep)
GCF_027943805.1,False,,Clean,Monoderm (Keep)
GCF_028198145.1,False,,Clean,Monoderm (Keep)
GCF_027943925.1,False,,Clean,Monoderm (Keep)
GCF_027943905.1,False,,Clean,Monoderm (Keep)
GCF_027942275.1,False,,Clean,Monoderm (Keep)
GCF_027941655.1,False,,Clean,Monoderm (Keep)
GCF_027923485.1,False,,Clean,Monoderm (Keep)
GCF_027912555.1,False,,Clean,Monoderm (Keep)
GCF_027942375.1,False,,Clean,Monoderm (Keep)
GCF_027942415.1,False,,Clean,Monoderm (Keep)
GCF_027920485.1,False,,Clean,Monoderm (Keep)
GCF_028335145.1,False,,Clean,Monoderm (Keep)
GCF_028335305.1,False,,Clean,Monoderm (Keep)
GCF_028335285.1,False,,Clean,Monoderm (Keep)
GCF_028335205.1,False,,Clean,Monoderm (Keep)
GCF_027945115.1,False,,Clean,Monoderm (Keep)
GCF_028335185.1,False,,Clean,Monoderm (Keep)
GCF_028335265.1,False,,Clean,Monoderm (Keep)
GCF_027942435.1,False,,Clean,Monoderm (Keep)
GCF_028335245.1,False,,Clean,Monoderm (Keep)
GCF_028335225.1,False,,Clean,Monoderm (Keep)
GCF_027943945.1,False,,Clean,Monoderm (Keep)
GCF_028201555.1,False,,Clean,Monoderm (Keep)
GCF_027942355.1,False,,Clean,Monoderm (Keep)
GCF_027942395.1,False,,Clean,Monoderm (Keep)
GCF_027938815.1,False,,Clean,Monoderm (Keep)
GCF_027924465.1,False,,Clean,Monoderm (Keep)
GCF_027924275.1,False,,Clean,Monoderm (Keep)
GCF_027947515.1,False,,Clean,Monoderm (Keep)
GCF_027942015.1,False,,Clean,Monoderm (Keep)
GCF_028226775.1,False,,Clean,Monoderm (Keep)
GCF_027924345.1,False,,Clean,Monoderm (Keep)
GCF_027924405.1,False,,Clean,Monoderm (Keep)
GCF_027947595.1,False,,Clean,Monoderm (Keep)
GCF_028335445.1,False,,Clean,Monoderm (Keep)
GCF_028335385.1,False,,Clean,Monoderm (Keep)
GCF_028335425.1,False,,Clean,Monoderm (Keep)
GCF_028335465.1,False,,Clean,Monoderm (Keep)
GCF_028335405.1,False,,Clean,Monoderm (Keep)
GCF_028198125.1,False,,Clean,Monoderm (Keep)
GCF_028335585.1,False,,Clean,Monoderm (Keep)
GCF_028335565.1,False,,Clean,Monoderm (Keep)
GCF_028335605.1,False,,Clean,Monoderm (Keep)
GCF_028335505.1,False,,Clean,Monoderm (Keep)
GCF_028335545.1,False,,Clean,Monoderm (Keep)
GCF_028335525.1,False,,Clean,Monoderm (Keep)
GCF_028335485.1,False,,Clean,Monoderm (Keep)
GCF_028335625.1,False,,Clean,Monoderm (Keep)
GCF_028335765.1,False,,Clean,Monoderm (Keep)
GCF_028335705.1,False,,Clean,Monoderm (Keep)
GCF_028416655.1,False,,Clean,Monoderm (Keep)
GCF_028463945.1,False,,Clean,Monoderm (Keep)
GCF_028335665.1,False,,Clean,Monoderm (Keep)
GCF_028335685.1,False,,Clean,Monoderm (Keep)
GCF_028471605.1,False,,Clean,Monoderm (Keep)
GCF_028463965.1,False,,Clean,Monoderm (Keep)
GCF_028416675.1,False,,Clean,Monoderm (Keep)
GCF_028532705.1,False,,Clean,Monoderm (Keep)
GCF_028335645.1,False,,Clean,Monoderm (Keep)
GCF_028335725.1,False,,Clean,Monoderm (Keep)
GCF_028356755.1,False,,Clean,Monoderm (Keep)
GCF_028370255.1,False,,Clean,Monoderm (Keep)
GCF_028370275.1,False,,Clean,Monoderm (Keep)
GCF_028463905.1,False,,Clean,Monoderm (Keep)
GCF_028421645.1,False,,Clean,Monoderm (Keep)
GCF_028370235.1,False,,Clean,Monoderm (Keep)
GCF_028370195.1,False,,Clean,Monoderm (Keep)
GCF_028370295.1,False,,Clean,Monoderm (Keep)
GCF_028370215.1,False,,Clean,Monoderm (Keep)
GCF_028472845.1,False,,Clean,Monoderm (Keep)
GCF_028583525.1,False,,Clean,Monoderm (Keep)
GCF_028475085.1,False,,Clean,Monoderm (Keep)
GCF_028541125.1,False,,Clean,Monoderm (Keep)
GCF_028541345.1,False,,Clean,Monoderm (Keep)
GCF_028541365.1,False,,Clean,Monoderm (Keep)
GCF_028583725.1,False,,Clean,Monoderm (Keep)
GCF_028532485.1,False,,Clean,Monoderm (Keep)
GCF_028541405.1,False,,Clean,Monoderm (Keep)
GCF_028541565.1,False,,Clean,Monoderm (Keep)
GCF_028471905.1,False,,Clean,Monoderm (Keep)
GCF_028541545.1,False,,Clean,Monoderm (Keep)
GCF_028583245.1,False,,Clean,Monoderm (Keep)
GCF_028463885.1,False,,Clean,Monoderm (Keep)
GCF_028583285.1,False,,Clean,Monoderm (Keep)
GCF_028541385.1,False,,Clean,Monoderm (Keep)
GCF_028583145.1,False,,Clean,Monoderm (Keep)
GCF_028583305.1,False,,Clean,Monoderm (Keep)
GCF_028532465.1,False,,Clean,Monoderm (Keep)
GCF_028541425.1,False,,Clean,Monoderm (Keep)
GCF_028471965.1,False,,Clean,Monoderm (Keep)
GCF_028583165.1,False,,Clean,Monoderm (Keep)
GCF_028540525.1,False,,Clean,Monoderm (Keep)
GCF_028463925.1,False,,Clean,Monoderm (Keep)
GCF_028583125.1,False,,Clean,Monoderm (Keep)
GCF_028541585.1,False,,Clean,Monoderm (Keep)
GCF_028356935.1,False,,Clean,Monoderm (Keep)
GCF_028583265.1,False,,Clean,Monoderm (Keep)
GCF_028583185.1,False,,Clean,Monoderm (Keep)
GCF_028583205.1,False,,Clean,Monoderm (Keep)
GCF_028416635.1,False,,Clean,Monoderm (Keep)
GCF_028583225.1,False,,Clean,Monoderm (Keep)
GCF_028471985.1,False,,Clean,Monoderm (Keep)
GCF_028475105.1,False,,Clean,Monoderm (Keep)
GCF_028451225.2,False,,Clean,Monoderm (Keep)
GCF_028473745.1,False,,Clean,Monoderm (Keep)
GCF_028596045.1,False,,Clean,Monoderm (Keep)
GCF_028596145.1,False,,Clean,Monoderm (Keep)
GCF_028421465.1,False,,Clean,Monoderm (Keep)
GCF_028596125.1,False,,Clean,Monoderm (Keep)
GCF_028554415.1,False,,Clean,Monoderm (Keep)
GCF_028583325.1,False,,Clean,Monoderm (Keep)
GCF_028621735.1,False,,Clean,Monoderm (Keep)
GCF_028596245.1,False,,Clean,Monoderm (Keep)
GCF_028596165.1,False,,Clean,Monoderm (Keep)
GCF_028464045.1,False,,Clean,Monoderm (Keep)
GCF_028622855.1,False,,Clean,Monoderm (Keep)
GCF_028736235.1,False,,Clean,Monoderm (Keep)
GCF_028673515.1,False,,Clean,Monoderm (Keep)
GCF_028607025.1,False,,Clean,Monoderm (Keep)
GCF_028609745.1,False,,Clean,Monoderm (Keep)
GCF_028621815.1,False,,Clean,Monoderm (Keep)
GCF_028743615.1,False,,Clean,Monoderm (Keep)
GCF_028621775.1,False,,Clean,Monoderm (Keep)
GCF_028609725.1,False,,Clean,Monoderm (Keep)
GCF_028621755.1,False,,Clean,Monoderm (Keep)
GCF_028609845.1,False,,Clean,Monoderm (Keep)
GCF_028743295.1,False,,Clean,Monoderm (Keep)
GCF_028743095.1,False,,Clean,Monoderm (Keep)
GCF_028622815.1,False,,Clean,Monoderm (Keep)
GCF_028609825.1,False,,Clean,Monoderm (Keep)
GCF_028609805.1,False,,Clean,Monoderm (Keep)
GCF_028622835.1,False,,Clean,Monoderm (Keep)
GCF_028609865.1,False,,Clean,Monoderm (Keep)
GCF_028743395.1,False,,Clean,Monoderm (Keep)
GCF_028607005.1,False,,Clean,Monoderm (Keep)
GCF_028674005.1,False,,Clean,Monoderm (Keep)
GCF_028743455.1,False,,Clean,Monoderm (Keep)
GCF_028622795.1,False,,Clean,Monoderm (Keep)
GCF_028743535.1,False,,Clean,Monoderm (Keep)
GCF_028674095.1,False,,Clean,Monoderm (Keep)
GCF_028673915.1,False,,Clean,Monoderm (Keep)
GCF_028598965.2,False,,Clean,Monoderm (Keep)
GCF_028609885.1,False,,Clean,Monoderm (Keep)
GCF_028673815.1,False,,Clean,Monoderm (Keep)
GCF_028743495.1,False,,Clean,Monoderm (Keep)
GCF_028743315.1,False,,Clean,Monoderm (Keep)
GCF_028609625.1,False,,Clean,Monoderm (Keep)
GCF_028606985.1,False,,Clean,Monoderm (Keep)
GCF_028743735.1,False,,Clean,Monoderm (Keep)
GCF_028867175.1,False,,Clean,Monoderm (Keep)
GCF_028736055.1,False,,Clean,Monoderm (Keep)
GCF_028752615.1,False,,Clean,Monoderm (Keep)
GCF_028751645.1,False,,Clean,Monoderm (Keep)
GCF_028607045.1,False,,Clean,Monoderm (Keep)
GCF_028867825.1,False,,Clean,Monoderm (Keep)
GCF_028752635.1,False,,Clean,Monoderm (Keep)
GCF_028748305.1,False,,Clean,Monoderm (Keep)
GCF_028867705.1,False,,Clean,Monoderm (Keep)
GCF_028768485.1,False,,Clean,Monoderm (Keep)
GCF_028747625.1,False,,Clean,Monoderm (Keep)
GCF_028747645.1,False,,Clean,Monoderm (Keep)
GCF_028743575.1,False,,Clean,Monoderm (Keep)
GCF_028867355.1,False,,Clean,Monoderm (Keep)
GCF_028743715.1,False,,Clean,Monoderm (Keep)
GCF_028747805.1,False,,Clean,Monoderm (Keep)
GCF_028751525.1,False,,Clean,Monoderm (Keep)
GCF_028768425.1,False,,Clean,Monoderm (Keep)
GCF_028735875.1,False,,Clean,Monoderm (Keep)
GCF_028752235.1,False,,Clean,Monoderm (Keep)
GCF_028736095.1,False,,Clean,Monoderm (Keep)
GCF_028748025.1,False,,Clean,Monoderm (Keep)
GCF_028869445.1,False,,Clean,Monoderm (Keep)
GCF_028751195.1,False,,Clean,Monoderm (Keep)
GCF_028751835.1,False,,Clean,Monoderm (Keep)
GCF_028747665.1,False,,Clean,Monoderm (Keep)
GCF_028747685.1,False,,Clean,Monoderm (Keep)
GCF_028747985.1,False,,Clean,Monoderm (Keep)
GCF_028751175.1,False,,Clean,Monoderm (Keep)
GCF_028751625.1,False,,Clean,Monoderm (Keep)
GCF_028870515.1,False,,Clean,Monoderm (Keep)
GCF_028751565.1,False,,Clean,Monoderm (Keep)
GCF_028771845.1,False,,Clean,Monoderm (Keep)
GCF_028622875.1,False,,Clean,Monoderm (Keep)
GCF_028768405.1,False,,Clean,Monoderm (Keep)
GCF_028747205.1,False,,Clean,Monoderm (Keep)
GCF_028752555.1,False,,Clean,Monoderm (Keep)
GCF_028870335.1,False,,Clean,Monoderm (Keep)
GCF_028872195.1,False,,Clean,Monoderm (Keep)
GCF_029023685.1,False,,Clean,Monoderm (Keep)
GCF_028994255.1,False,,Clean,Monoderm (Keep)
GCF_029011235.1,False,,Clean,Monoderm (Keep)
GCF_029011805.1,False,,Clean,Monoderm (Keep)
GCF_029023865.1,False,,Clean,Monoderm (Keep)
GCF_029011455.1,False,,Clean,Monoderm (Keep)
